tcp.analysis.ack_rtt,ip.dsfield.ecn,throughput
0.000157401,1,5829055.002
0.000225285,0,7770500.042
2.98e-05,1,177548.721
0.000159287,1,4819973.657
1.2e-05,0,379146.1243
3.73e-05,0,157431.756
4.29e-05,1,1219592.589
4.27e-05,1,1064353.679
5.28e-05,1,1100607.946
5.67e-05,1,615532.8542
0.000206208,0,101183.0087
4.62e-05,1,1302760.426
2.34e-05,1,741009.5402
2.49e-05,1,729647.5316
6.92e-05,1,162814.6623
0.000254372,0,2857538.725
1.42e-05,0,140850.5064
0.000171301,1,3965523.782
4.49e-05,1,1286748.13
4.34e-05,1,1222440.773
4.28e-05,1,1137438.373
1.53e-05,0,648679.7047
0.000162461,0,174473.5297
4.7e-05,1,572576.175
5.13e-05,1,109197.5007
0.000185793,1,4648749.016
0.00034278,1,3965523.782
7.14e-05,0,2883584.0
1.25e-05,0,77797.81185
0.000163803,1,4121646.765
0.000253304,1,6979321.856
4.32e-05,1,3115768.686
4.29e-05,1,470051.3103
0.000176682,0,90465.38039
4.1e-05,1,951034.0465
4.25e-05,1,989881.1256
4.23e-05,1,759722.9887
4.13e-05,1,518369.1218
1.23e-05,0,448116.6556
5.18e-05,0,117916.6451
4.66e-05,1,514496.8933
4.2e-05,1,1053217.584
5.71e-05,1,827718.4364
6.77e-05,1,170404.6941
0.000223859,0,3381057.27
4.63e-05,1,230695.9626
0.000181442,1,4615953.608
4.29e-05,1,337796.2953
4.23e-05,1,141856.1353
1.2e-05,0,318234.3026
1.11e-05,0,898050.4915
1.85e-05,1,311576.8686
0.000120962,1,6072495.814
2.51e-05,1,156384.1836
0.000146405,1,5131854.306
1.41e-05,0,1217478.016
1.29e-05,0,197291.0924
4.48e-05,1,126455.317
4.28e-05,1,1076170.105
4.24e-05,1,174576.1537
0.000147569,1,5921370.353
1.3e-05,0,1352835.988
2.44e-05,0,108420.2738
0.000198974,1,3570594.401
0.000283759,1,7351813.753
2.18e-05,1,645914.535
4.49e-05,1,2601635.881
1.34e-05,0,390580.6899
4.33e-05,0,158980.0798
4.35e-05,1,650894.2293
4.08e-05,1,608803.3719
8.2e-05,1,158113.0729
0.00020423,1,5091917.696
7.67e-06,0,2792676.56
0.000107061,0,161342.8903
5.75e-05,1,1376049.262
4.27e-05,1,277485.7608
0.000150623,1,5790366.584
0.000236535,1,7249988.078
4.11e-05,0,131844.5265
4.37e-05,1,289102.5843
6.98e-05,1,142288.0122
0.00116371,1,570330.289
0.001263179,1,6261353.34
1.5e-05,0,1608273.429
1.03e-05,0,156596.8401
4.16e-05,1,309367.1035
0.000150054,1,5752188.343
4.12e-05,1,1618581.135
4.17e-05,1,425360.9127
1.12e-05,0,948839.9794
6.59e-05,1,83023.90864
0.00024636,0,2929355.175
4.72e-05,1,263357.3854
0.00016975,1,5101843.462
4.26e-05,1,647352.3859
0.000195901,0,94121.82889
6.42e-05,1,131216.5695
0.000188917,1,4994743.695
0.0002623,0,7213656.391
4.54e-05,1,3061106.077
4.47e-05,1,564913.8131
1.17e-05,0,626830.6006
4.43e-05,1,102875.1109
0.000169943,0,4210251.924
0.000288777,1,5234491.392
2.86e-05,1,3494320.021
4.29e-05,1,465453.6184
0.000213515,0,85304.59196
4.08e-05,1,349572.0176
4.92e-05,1,183357.5519
0.000179066,1,4793490.286
6.17e-05,1,88708.16486
0.000244804,0,2883584.0
8.95e-06,0,1324517.053
4.39e-05,1,132157.4276
0.000156261,1,5545012.068
0.000248163,1,6798040.769
0.000413371,1,3776689.316
1.23e-05,0,1266929.355
1.27e-05,0,160640.6871
0.000170299,1,3953543.347
5.3e-05,1,201667.8761
0.000159386,1,5868263.892
8.75e-05,1,79599.92993
0.000220036,0,3997459.408
1.7e-05,0,297980.6932
4.96e-05,1,1182668.638
5e-05,1,323116.7526
5.14e-05,1,189162.0191
0.000172236,1,5162220.308
1.95e-05,0,1453144.693
1.64e-05,0,209854.308
5.12e-05,1,185121.3535
